chunk_id,filename,source_doc,chunk_index,chars
CA027::c009,CA027_c009.md,CA027,9,363
CA027::c010,CA027_c010.md,CA027,10,353
CA027::c011,CA027_c011.md,CA027,11,248
CA027::c012,CA027_c012.md,CA027,12,315
CA027::c013,CA027_c013.md,CA027,13,275
CA027::c014,CA027_c014.md,CA027,14,339
CA027::c015,CA027_c015.md,CA027,15,273
CA027::c016,CA027_c016.md,CA027,16,275
CA027::c017,CA027_c017.md,CA027,17,172
CA028::c000,CA028_c000.md,CA028,0,255
CA028::c001,CA028_c001.md,CA028,1,224
CA028::c002,CA028_c002.md,CA028,2,385
CA028::c003,CA028_c003.md,CA028,3,205
CA028::c004,CA028_c004.md,CA028,4,384
CA028::c005,CA028_c005.md,CA028,5,167
CA028::c006,CA028_c006.md,CA028,6,302
CA028::c007,CA028_c007.md,CA028,7,151
CA028::c008,CA028_c008.md,CA028,8,372
CA028::c009,CA028_c009.md,CA028,9,289
CA028::c010,CA028_c010.md,CA028,10,342
CA028::c011,CA028_c011.md,CA028,11,374
CA028::c012,CA028_c012.md,CA028,12,377
CA028::c013,CA028_c013.md,CA028,13,398
CA028::c014,CA028_c014.md,CA028,14,365
CA028::c015,CA028_c015.md,CA028,15,322
CA028::c016,CA028_c016.md,CA028,16,385
CA028::c017,CA028_c017.md,CA028,17,76
CA029::c000,CA029_c000.md,CA029,0,388
CA029::c001,CA029_c001.md,CA029,1,399
CA029::c002,CA029_c002.md,CA029,2,363
CA029::c003,CA029_c003.md,CA029,3,222
CA029::c004,CA029_c004.md,CA029,4,267
CA029::c005,CA029_c005.md,CA029,5,396
CA029::c006,CA029_c006.md,CA029,6,194
CA029::c007,CA029_c007.md,CA029,7,309
CA029::c008,CA029_c008.md,CA029,8,166
CA029::c009,CA029_c009.md,CA029,9,298
CA029::c010,CA029_c010.md,CA029,10,358
CA029::c011,CA029_c011.md,CA029,11,387
CA029::c012,CA029_c012.md,CA029,12,359
CA029::c013,CA029_c013.md,CA029,13,195
CA029::c014,CA029_c014.md,CA029,14,396
CA029::c015,CA029_c015.md,CA029,15,161
CA029::c016,CA029_c016.md,CA029,16,272
CA029::c017,CA029_c017.md,CA029,17,311
CA030::c000,CA030_c000.md,CA030,0,259
CA030::c001,CA030_c001.md,CA030,1,337
CA030::c002,CA030_c002.md,CA030,2,224
CA030::c003,CA030_c003.md,CA030,3,347
CA030::c004,CA030_c004.md,CA030,4,296
CA030::c005,CA030_c005.md,CA030,5,355
CA030::c006,CA030_c006.md,CA030,6,302
CA030::c007,CA030_c007.md,CA030,7,398
CA030::c008,CA030_c008.md,CA030,8,356
CA030::c009,CA030_c009.md,CA030,9,387
CA030::c010,CA030_c010.md,CA030,10,374
CA030::c011,CA030_c011.md,CA030,11,268
CA030::c012,CA030_c012.md,CA030,12,399
CA030::c013,CA030_c013.md,CA030,13,394
CA030::c014,CA030_c014.md,CA030,14,363
CA030::c015,CA030_c015.md,CA030,15,395
CA031::c000,CA031_c000.md,CA031,0,338
CA031::c001,CA031_c001.md,CA031,1,337
CA031::c002,CA031_c002.md,CA031,2,276
CA031::c003,CA031_c003.md,CA031,3,340
CA031::c004,CA031_c004.md,CA031,4,328
CA031::c005,CA031_c005.md,CA031,5,315
CA031::c006,CA031_c006.md,CA031,6,386
CA031::c007,CA031_c007.md,CA031,7,378
CA031::c008,CA031_c008.md,CA031,8,381
CA031::c009,CA031_c009.md,CA031,9,379
CA031::c010,CA031_c010.md,CA031,10,377
CA031::c011,CA031_c011.md,CA031,11,369
CA031::c012,CA031_c012.md,CA031,12,365
CA031::c013,CA031_c013.md,CA031,13,335
CA031::c014,CA031_c014.md,CA031,14,220
CA031::c015,CA031_c015.md,CA031,15,302
CA032::c000,CA032_c000.md,CA032,0,234
CA032::c001,CA032_c001.md,CA032,1,192
CA032::c002,CA032_c002.md,CA032,2,315
CA032::c003,CA032_c003.md,CA032,3,393
CA032::c004,CA032_c004.md,CA032,4,284
CA032::c005,CA032_c005.md,CA032,5,346
CA032::c006,CA032_c006.md,CA032,6,263
CA032::c007,CA032_c007.md,CA032,7,390
CA032::c008,CA032_c008.md,CA032,8,256
CA032::c009,CA032_c009.md,CA032,9,342
CA032::c010,CA032_c010.md,CA032,10,361
CA032::c011,CA032_c011.md,CA032,11,231
CA032::c012,CA032_c012.md,CA032,12,387
CA032::c013,CA032_c013.md,CA032,13,370
CA032::c014,CA032_c014.md,CA032,14,321
CA032::c015,CA032_c015.md,CA032,15,300
CA032::c016,CA032_c016.md,CA032,16,181
CA032::c017,CA032_c017.md,CA032,17,224
CA033::c000,CA033_c000.md,CA033,0,284
CA033::c001,CA033_c001.md,CA033,1,297
CA033::c002,CA033_c002.md,CA033,2,325
CA033::c003,CA033_c003.md,CA033,3,367
CA033::c004,CA033_c004.md,CA033,4,209
CA033::c005,CA033_c005.md,CA033,5,399
CA033::c006,CA033_c006.md,CA033,6,396
CA033::c007,CA033_c007.md,CA033,7,331
CA033::c008,CA033_c008.md,CA033,8,273
CA033::c009,CA033_c009.md,CA033,9,397
CA033::c010,CA033_c010.md,CA033,10,275
CA033::c011,CA033_c011.md,CA033,11,178
CA033::c012,CA033_c012.md,CA033,12,254
CA033::c013,CA033_c013.md,CA033,13,325
CA033::c014,CA033_c014.md,CA033,14,333
CA033::c015,CA033_c015.md,CA033,15,365
CA033::c016,CA033_c016.md,CA033,16,348
CA034::c000,CA034_c000.md,CA034,0,315
CA034::c001,CA034_c001.md,CA034,1,374
CA034::c002,CA034_c002.md,CA034,2,360
CA034::c003,CA034_c003.md,CA034,3,369
CA034::c004,CA034_c004.md,CA034,4,349
CA034::c005,CA034_c005.md,CA034,5,159
CA034::c006,CA034_c006.md,CA034,6,351
CA034::c007,CA034_c007.md,CA034,7,362
CA034::c008,CA034_c008.md,CA034,8,355
CA034::c009,CA034_c009.md,CA034,9,354
CA034::c010,CA034_c010.md,CA034,10,180
CA034::c011,CA034_c011.md,CA034,11,366
CA034::c012,CA034_c012.md,CA034,12,374
CA034::c013,CA034_c013.md,CA034,13,360
CA034::c014,CA034_c014.md,CA034,14,327
CA034::c015,CA034_c015.md,CA034,15,289
CA035::c000,CA035_c000.md,CA035,0,385
CA035::c001,CA035_c001.md,CA035,1,293
CA035::c002,CA035_c002.md,CA035,2,308
CA035::c003,CA035_c003.md,CA035,3,388
CA035::c004,CA035_c004.md,CA035,4,340
CA035::c005,CA035_c005.md,CA035,5,276
CA035::c006,CA035_c006.md,CA035,6,396
CA035::c007,CA035_c007.md,CA035,7,331
CA035::c008,CA035_c008.md,CA035,8,398
CA035::c009,CA035_c009.md,CA035,9,306
CA035::c010,CA035_c010.md,CA035,10,384
CA035::c011,CA035_c011.md,CA035,11,331
CA035::c012,CA035_c012.md,CA035,12,356
CA035::c013,CA035_c013.md,CA035,13,346
CA035::c014,CA035_c014.md,CA035,14,220
CA035::c015,CA035_c015.md,CA035,15,231
CA035::c016,CA035_c016.md,CA035,16,244
CA036::c000,CA036_c000.md,CA036,0,396
CA036::c001,CA036_c001.md,CA036,1,244
CA036::c002,CA036_c002.md,CA036,2,359
CA036::c003,CA036_c003.md,CA036,3,258
CA036::c004,CA036_c004.md,CA036,4,396
CA036::c005,CA036_c005.md,CA036,5,165
CA036::c006,CA036_c006.md,CA036,6,395
CA036::c007,CA036_c007.md,CA036,7,169
CA036::c008,CA036_c008.md,CA036,8,378
CA036::c009,CA036_c009.md,CA036,9,378
CA036::c010,CA036_c010.md,CA036,10,129
CA036::c011,CA036_c011.md,CA036,11,375
CA036::c012,CA036_c012.md,CA036,12,339
CA036::c013,CA036_c013.md,CA036,13,286
CA036::c014,CA036_c014.md,CA036,14,283
CA036::c015,CA036_c015.md,CA036,15,364
CA036::c016,CA036_c016.md,CA036,16,158
CA036::c017,CA036_c017.md,CA036,17,343
CA037::c000,CA037_c000.md,CA037,0,266
CA037::c001,CA037_c001.md,CA037,1,137
CA037::c002,CA037_c002.md,CA037,2,296
CA037::c003,CA037_c003.md,CA037,3,178
CA037::c004,CA037_c004.md,CA037,4,292
CA037::c005,CA037_c005.md,CA037,5,364
CA037::c006,CA037_c006.md,CA037,6,361
CA037::c007,CA037_c007.md,CA037,7,349
CA037::c008,CA037_c008.md,CA037,8,307
CA037::c009,CA037_c009.md,CA037,9,297
CA037::c010,CA037_c010.md,CA037,10,232
CA037::c011,CA037_c011.md,CA037,11,330
CA037::c012,CA037_c012.md,CA037,12,310
CA037::c013,CA037_c013.md,CA037,13,300
CA037::c014,CA037_c014.md,CA037,14,269
CA037::c015,CA037_c015.md,CA037,15,397
CA037::c016,CA037_c016.md,CA037,16,350
CA037::c017,CA037_c017.md,CA037,17,222
CA037::c018,CA037_c018.md,CA037,18,206
CA038::c000,CA038_c000.md,CA038,0,266
CA038::c001,CA038_c001.md,CA038,1,225
CA038::c002,CA038_c002.md,CA038,2,198
CA038::c003,CA038_c003.md,CA038,3,318
CA038::c004,CA038_c004.md,CA038,4,370
CA038::c005,CA038_c005.md,CA038,5,398
CA038::c006,CA038_c006.md,CA038,6,388
CA038::c007,CA038_c007.md,CA038,7,356
CA038::c008,CA038_c008.md,CA038,8,355
CA038::c009,CA038_c009.md,CA038,9,220
CA038::c010,CA038_c010.md,CA038,10,371
CA038::c011,CA038_c011.md,CA038,11,302
CA038::c012,CA038_c012.md,CA038,12,296
CA038::c013,CA038_c013.md,CA038,13,316
CA038::c014,CA038_c014.md,CA038,14,289
CA038::c015,CA038_c015.md,CA038,15,243
CA038::c016,CA038_c016.md,CA038,16,348
CA038::c017,CA038_c017.md,CA038,17,138
CA039::c000,CA039_c000.md,CA039,0,264
CA039::c001,CA039_c001.md,CA039,1,354
CA039::c002,CA039_c002.md,CA039,2,325
CA039::c003,CA039_c003.md,CA039,3,397
CA039::c004,CA039_c004.md,CA039,4,223
CA039::c005,CA039_c005.md,CA039,5,393
CA039::c006,CA039_c006.md,CA039,6,332
CA039::c007,CA039_c007.md,CA039,7,379
CA039::c008,CA039_c008.md,CA039,8,305
CA039::c009,CA039_c009.md,CA039,9,384
CA039::c010,CA039_c010.md,CA039,10,329
CA039::c011,CA039_c011.md,CA039,11,370
CA039::c012,CA039_c012.md,CA039,12,292
CA039::c013,CA039_c013.md,CA039,13,398
CA039::c014,CA039_c014.md,CA039,14,379
CA039::c015,CA039_c015.md,CA039,15,310
CA040::c000,CA040_c000.md,CA040,0,256
CA040::c001,CA040_c001.md,CA040,1,397
CA040::c002,CA040_c002.md,CA040,2,318
CA040::c003,CA040_c003.md,CA040,3,395
CA040::c004,CA040_c004.md,CA040,4,283
CA040::c005,CA040_c005.md,CA040,5,290
CA040::c006,CA040_c006.md,CA040,6,395
CA040::c007,CA040_c007.md,CA040,7,347
CA040::c008,CA040_c008.md,CA040,8,386
CA040::c009,CA040_c009.md,CA040,9,310
CA040::c010,CA040_c010.md,CA040,10,217
CA040::c011,CA040_c011.md,CA040,11,250
CA040::c012,CA040_c012.md,CA040,12,330
CA040::c013,CA040_c013.md,CA040,13,322
CA040::c014,CA040_c014.md,CA040,14,346
CA040::c015,CA040_c015.md,CA040,15,253
CA040::c016,CA040_c016.md,CA040,16,356
CA041::c000,CA041_c000.md,CA041,0,257
CA041::c001,CA041_c001.md,CA041,1,337
CA041::c002,CA041_c002.md,CA041,2,332
CA041::c003,CA041_c003.md,CA041,3,254
CA041::c004,CA041_c004.md,CA041,4,360
CA041::c005,CA041_c005.md,CA041,5,357
CA041::c006,CA041_c006.md,CA041,6,387
CA041::c007,CA041_c007.md,CA041,7,302
CA041::c008,CA041_c008.md,CA041,8,319
CA041::c009,CA041_c009.md,CA041,9,366
CA041::c010,CA041_c010.md,CA041,10,317
CA041::c011,CA041_c011.md,CA041,11,389
CA041::c012,CA041_c012.md,CA041,12,254
CA041::c013,CA041_c013.md,CA041,13,341
CA041::c014,CA041_c014.md,CA041,14,398
CA041::c015,CA041_c015.md,CA041,15,278
CA041::c016,CA041_c016.md,CA041,16,157
CA042::c000,CA042_c000.md,CA042,0,380
CA042::c001,CA042_c001.md,CA042,1,390
CA042::c002,CA042_c002.md,CA042,2,386
CA042::c003,CA042_c003.md,CA042,3,234
CA042::c004,CA042_c004.md,CA042,4,305
CA042::c005,CA042_c005.md,CA042,5,395
CA042::c006,CA042_c006.md,CA042,6,397
CA042::c007,CA042_c007.md,CA042,7,370
CA042::c008,CA042_c008.md,CA042,8,309
CA042::c009,CA042_c009.md,CA042,9,335
CA042::c010,CA042_c010.md,CA042,10,275
CA042::c011,CA042_c011.md,CA042,11,354
CA042::c012,CA042_c012.md,CA042,12,378
CA042::c013,CA042_c013.md,CA042,13,374
CA042::c014,CA042_c014.md,CA042,14,381
CA042::c015,CA042_c015.md,CA042,15,179
CA043::c000,CA043_c000.md,CA043,0,267
CA043::c001,CA043_c001.md,CA043,1,288
CA043::c002,CA043_c002.md,CA043,2,342
CA043::c003,CA043_c003.md,CA043,3,393
CA043::c004,CA043_c004.md,CA043,4,318
CA043::c005,CA043_c005.md,CA043,5,202
CA043::c006,CA043_c006.md,CA043,6,368
CA043::c007,CA043_c007.md,CA043,7,394
CA043::c008,CA043_c008.md,CA043,8,324
CA043::c009,CA043_c009.md,CA043,9,277
CA043::c010,CA043_c010.md,CA043,10,358
CA043::c011,CA043_c011.md,CA043,11,354
CA043::c012,CA043_c012.md,CA043,12,350
CA043::c013,CA043_c013.md,CA043,13,374
CA043::c014,CA043_c014.md,CA043,14,302
CA043::c015,CA043_c015.md,CA043,15,349
CA043::c016,CA043_c016.md,CA043,16,165
CA044::c000,CA044_c000.md,CA044,0,254
CA044::c001,CA044_c001.md,CA044,1,151
CA044::c002,CA044_c002.md,CA044,2,319
CA044::c003,CA044_c003.md,CA044,3,377
CA044::c004,CA044_c004.md,CA044,4,288
CA044::c005,CA044_c005.md,CA044,5,188
CA044::c006,CA044_c006.md,CA044,6,397
CA044::c007,CA044_c007.md,CA044,7,343
CA044::c008,CA044_c008.md,CA044,8,272
CA044::c009,CA044_c009.md,CA044,9,273
CA044::c010,CA044_c010.md,CA044,10,396
CA044::c011,CA044_c011.md,CA044,11,398
CA044::c012,CA044_c012.md,CA044,12,360
CA044::c013,CA044_c013.md,CA044,13,336
CA044::c014,CA044_c014.md,CA044,14,275
CA044::c015,CA044_c015.md,CA044,15,397
CA044::c016,CA044_c016.md,CA044,16,359
CA044::c017,CA044_c017.md,CA044,17,57
CA045::c000,CA045_c000.md,CA045,0,277
CA045::c001,CA045_c001.md,CA045,1,327
CA045::c002,CA045_c002.md,CA045,2,257
CA045::c003,CA045_c003.md,CA045,3,399
CA045::c004,CA045_c004.md,CA045,4,375
CA045::c005,CA045_c005.md,CA045,5,345
CA045::c006,CA045_c006.md,CA045,6,205
CA045::c007,CA045_c007.md,CA045,7,334
CA045::c008,CA045_c008.md,CA045,8,237
CA045::c009,CA045_c009.md,CA045,9,355
CA045::c010,CA045_c010.md,CA045,10,149
CA045::c011,CA045_c011.md,CA045,11,278
CA045::c012,CA045_c012.md,CA045,12,202
CA045::c013,CA045_c013.md,CA045,13,247
CA045::c014,CA045_c014.md,CA045,14,339
CA045::c015,CA045_c015.md,CA045,15,381
CA045::c016,CA045_c016.md,CA045,16,386
CA045::c017,CA045_c017.md,CA045,17,342
CA046::c000,CA046_c000.md,CA046,0,372
CA046::c001,CA046_c001.md,CA046,1,397
CA046::c002,CA046_c002.md,CA046,2,276
CA046::c003,CA046_c003.md,CA046,3,375
CA046::c004,CA046_c004.md,CA046,4,335
CA046::c005,CA046_c005.md,CA046,5,361
CA046::c006,CA046_c006.md,CA046,6,379
CA046::c007,CA046_c007.md,CA046,7,391
CA046::c008,CA046_c008.md,CA046,8,245
CA046::c009,CA046_c009.md,CA046,9,299
CA046::c010,CA046_c010.md,CA046,10,248
CA046::c011,CA046_c011.md,CA046,11,176
CA046::c012,CA046_c012.md,CA046,12,300
CA046::c013,CA046_c013.md,CA046,13,181
CA046::c014,CA046_c014.md,CA046,14,390
CA046::c015,CA046_c015.md,CA046,15,390
CA046::c016,CA046_c016.md,CA046,16,299
CA047::c000,CA047_c000.md,CA047,0,235
CA047::c001,CA047_c001.md,CA047,1,373
CA047::c002,CA047_c002.md,CA047,2,250
CA047::c003,CA047_c003.md,CA047,3,299
CA047::c004,CA047_c004.md,CA047,4,307
CA047::c005,CA047_c005.md,CA047,5,363
CA047::c006,CA047_c006.md,CA047,6,306
CA047::c007,CA047_c007.md,CA047,7,288
CA047::c008,CA047_c008.md,CA047,8,356
CA047::c009,CA047_c009.md,CA047,9,259
CA047::c010,CA047_c010.md,CA047,10,323
CA047::c011,CA047_c011.md,CA047,11,387
